rand_beta,rand_w_weights_beta,opt_beta,opt_w_weights
"[-0.09658126309894434, -0.02093670594616947]","[-0.16295061810296557, -0.19277326928543398]","[-0.08846682792295016, -0.023293997050800923]","[-0.18127025130265279, -0.2059045993875804]"
"[-0.10715524203715283, -0.012639347232603149]","[-0.1968868301928024, -0.23392954192176318]","[-0.0670243043823625, 0.0015462565716037175]","[-0.19735470065229246, -0.2376431356135615]"
"[-0.08423664156959813, -0.03353003271044198]","[-0.14641529183980917, -0.2150636897265636]","[-0.06903877247534515, -0.0024000843649578996]","[-0.19622105273708745, -0.23258030226708973]"
"[-0.0657291653850865, 0.004017198291744078]","[-0.21116008523524926, -0.280788215913316]","[-0.06821024448085668, -0.005034352457729716]","[-0.17844308448218205, -0.20750590109570938]"
"[-0.10176251677641618, -0.041607999036860285]","[-0.14067350264002698, -0.18701479807571783]","[-0.07257790273632772, 0.006141340863095472]","[-0.1935018070248075, -0.20590955707144193]"
"[-0.07378047858574803, -0.00038989528726532873]","[-0.19519502763108196, -0.23434593390530822]","[-0.07177808841079555, 0.003471605911353004]","[-0.20071208112230288, -0.21699673501413005]"
"[-0.11035443755895843, -0.03206177292677349]","[-0.19737154761274187, -0.28136614314960545]","[-0.08019777548151094, -0.001974125676650149]","[-0.1898145146678792, -0.209165286746424]"
"[-0.08229558069329072, -0.003924647470983613]","[-0.1614820388636834, -0.18741352207908787]","[-0.06909247183196307, 0.0059960992227748484]","[-0.18402965315361927, -0.20432670831363356]"
"[-0.129490319749569, -0.03177208081423041]","[-0.21009398757979306, -0.2198794802555095]","[-0.0694783870776703, 0.002938128716097027]","[-0.18978488998046908, -0.21191275489276648]"
"[-0.11351020821859442, -0.034740543595021565]","[-0.16247010721669805, -0.19318423269757162]","[-0.09662348557991922, -0.032154805321433125]","[-0.18480938155968318, -0.2082213524178074]"
"[-0.1311167119390571, -0.01347258441770328]","[-0.23659283400920758, -0.22578502528077876]","[-0.07607336478462158, 0.008551596714419728]","[-0.2036934707623738, -0.2098673941693922]"
"[-0.07482224929203933, 0.0041809504079490375]","[-0.16383046969068887, -0.2219913911331889]","[-0.06251555903730802, -0.00099651430680916]","[-0.1923162066879406, -0.2283872464353912]"
"[-0.10959273968943975, -0.033394405619369454]","[-0.19028012703565855, -0.23049058284345353]","[-0.06663367444612803, 0.005061403861969866]","[-0.18427818489342404, -0.20911173040822661]"
"[-0.12906657116263048, 0.006477006968395113]","[-0.20963190920271607, -0.20588577932608024]","[-0.06539044600064355, 0.004086778951426763]","[-0.17766300878724248, -0.19752839539358485]"
"[-0.11743425486555169, -0.018030536466552664]","[-0.1894812902549163, -0.18826278273283636]","[-0.09324275650704021, -0.005274514093560854]","[-0.20103775745495212, -0.2107933906245351]"
"[-0.08405266690425783, -0.06561762537717049]","[-0.16653375481962704, -0.22440164179836786]","[-0.0832797315430848, -0.015007868019342594]","[-0.19420944098718018, -0.21584035272564472]"
"[-0.06668926741103862, -0.05646056340320966]","[-0.15705586532214288, -0.19371075664960313]","[-0.0704762267287656, 0.0034559299695461534]","[-0.1966634539291287, -0.2131225943804316]"
"[-0.0711358300001256, 0.001354115171895129]","[-0.1566702905104068, -0.18826931669113858]","[-0.07400312669115368, 0.005368222859314554]","[-0.1998418935256929, -0.23582505612753835]"
"[-0.09140037466813876, -0.04001881610094139]","[-0.15029867888438922, -0.1935992242685526]","[-0.0850215954534749, -0.03998219545994211]","[-0.17140162797868963, -0.2104636059615866]"
"[-0.07495946952172174, -0.011798360278098685]","[-0.15317867641070262, -0.19070077851093198]","[-0.06593685378718933, 0.009619685901824843]","[-0.18729371013909785, -0.2070413919913998]"
"[-0.12591734871961668, -0.025244938855141875]","[-0.1970214471892551, -0.208120676332429]","[-0.07289259173880881, 0.004874518900091987]","[-0.20155710396002033, -0.21253554962006135]"
"[-0.08324547039989218, -0.03386556499833402]","[-0.15257559974787513, -0.19781576541780452]","[-0.06133556205343466, 0.009399207555276108]","[-0.1837959817285491, -0.21630761317544253]"
"[-0.08761151679791426, -0.015941462985688267]","[-0.15879617683878444, -0.21550754725989973]","[-0.08380928548440898, -0.009830462347022464]","[-0.20625024822003518, -0.2142261164086783]"
"[-0.10340255202681639, -0.012765989016689924]","[-0.17607627389972638, -0.19832039344751198]","[-0.07257762121745005, -0.007983649051635936]","[-0.18637681857010696, -0.21204629731559116]"
"[-0.1113496796664832, 0.015214602320380468]","[-0.19364244089282068, -0.20413719995201526]","[-0.07312731118971902, 0.0040502629469824315]","[-0.18820891007605828, -0.20465724391107493]"
"[-0.08349807981539797, -0.018547798429307247]","[-0.1496110839463867, -0.1943867913084178]","[-0.06134990990985011, 0.006115433454861677]","[-0.18280907196164695, -0.2072818362441681]"
"[-0.08351582907269989, -0.033138427250609205]","[-0.18724157895413504, -0.23035798044540995]","[-0.06654632001456759, -0.007839304632713843]","[-0.19865403081866556, -0.2389769680354436]"
"[-0.05080069829103907, -0.007719241518736052]","[-0.19928521695324927, -0.26570335601389306]","[-0.07314206245525637, 0.008569080371301283]","[-0.20089004585148154, -0.20642671449029795]"
"[-0.09863886931454574, -0.00746342013895172]","[-0.21957921977555167, -0.28288509374168064]","[-0.06822356448101793, -0.0018662714315114618]","[-0.18957418317008112, -0.21637975801484877]"
"[-0.07368150771175759, -0.0004885759968165821]","[-0.1566709212939551, -0.18884302968556801]","[-0.0717561809607828, 0.003126632490093313]","[-0.19017279824678385, -0.20852439930429933]"
"[-0.10166099895408694, -0.012140871810417264]","[-0.1646603150766322, -0.22443769904650915]","[-0.07101894872357076, -0.0031445667080592676]","[-0.18384913342974393, -0.20757561428234006]"
"[-0.09724176457851479, 0.005303641326183958]","[-0.21656346669790277, -0.2137688862613954]","[-0.0609394361617063, 0.0009408374457927396]","[-0.17142760189602066, -0.2010584508831305]"
"[-0.1197909218913131, -0.03946870421701127]","[-0.1889579054790348, -0.23223911858554924]","[-0.07233120027716444, -0.004399549646451093]","[-0.1818954090098409, -0.2026752512313102]"
"[-0.06515113482905036, 0.0032072079939924713]","[-0.1327394194294478, -0.1853421475857515]","[-0.06042777850717199, 0.01380897962671161]","[-0.1775265360126816, -0.19886501992979208]"
"[-0.07393843142977766, -0.01288642940125229]","[-0.1590355738669386, -0.21880829609195643]","[-0.07243288161147488, 0.00500802380675139]","[-0.19281030901801008, -0.20661796519369371]"
"[-0.11366960858232067, -0.02745694952156655]","[-0.16693729812389435, -0.19540742858535773]","[-0.08642626865644898, -0.021729463968571408]","[-0.1841494278376802, -0.21308702313756878]"
"[-0.09578353392504241, -0.01898081709872298]","[-0.1716209228355795, -0.21615907326089753]","[-0.08785311507540011, -0.021890275991793974]","[-0.1832240553567276, -0.20301730871220625]"
"[-0.10326268198106295, -0.040137365512754875]","[-0.18306430498942763, -0.2038523430932369]","[-0.08277986206159016, -0.0019557979737608766]","[-0.18420585896695899, -0.20138345879164954]"
"[-0.07779370885897495, -0.002056815036333325]","[-0.1893439423840746, -0.2025137643718218]","[-0.06629069191024045, 0.0013504883862299859]","[-0.18344303033578296, -0.20610742788883102]"
"[-0.1032511483863778, -0.010468735421461983]","[-0.22212041801268056, -0.21560330469892372]","[-0.08474564272496193, 0.01874492053584382]","[-0.21014589849338414, -0.21123163653283483]"
"[-0.0627803350306825, -0.005381486176152079]","[-0.16373557847004852, -0.21904656175587695]","[-0.06693377690961064, 0.00612552213964301]","[-0.17053395689219666, -0.1999812850477758]"
"[-0.08704968912113999, 0.0008960252699560696]","[-0.17393930514967867, -0.20014572361327979]","[-0.08449519363293335, -0.013875945361809174]","[-0.18011721749250253, -0.20015620992844355]"
"[-0.08856777919190711, -0.027903339436143513]","[-0.1531050655260393, -0.18713476781839686]","[-0.07133532506393633, -0.002673026839841241]","[-0.1662709240790337, -0.19115906925384346]"
"[-0.08236538053667193, -0.0039112684219244674]","[-0.1968220329596363, -0.20316208184878942]","[-0.07353533863833508, -0.0019459048950047052]","[-0.1958054215675236, -0.21145412865200375]"
"[-0.07423419745939966, -0.05102938074241703]","[-0.13827686741151535, -0.18327626844466657]","[-0.07791698119341876, -0.017379291419762785]","[-0.17882363367481405, -0.2045729637305376]"
"[-0.12406102786963479, -0.0292464657910501]","[-0.1957648563128603, -0.1845532832941798]","[-0.0912733390862923, -0.020081116642539226]","[-0.20358295372271004, -0.23833283177718115]"
"[-0.08191130640743954, -0.041186353861290693]","[-0.15534362475213326, -0.190626968650319]","[-0.06410494526867522, -0.005734135533053451]","[-0.1958602532083127, -0.23958803350119653]"
"[-0.09038615424683799, -0.026629948896500215]","[-0.19136193193518924, -0.2439299879550395]","[-0.07518057167226563, -0.01195962133407507]","[-0.18189087576180388, -0.21223744814356726]"
"[-0.10566258781069315, -0.01694025534595393]","[-0.18145693502170565, -0.20142781228350667]","[-0.08074253525602787, -0.013746246251240095]","[-0.1836437715608317, -0.21392607188890825]"
"[-0.12692747020884454, -0.026188350467104216]","[-0.2422633914392213, -0.2989086952631795]","[-0.1208943023176261, -0.02544429884237678]","[-0.23545577070094556, -0.2704738361694888]"
"[-0.07580929968404383, 0.0016266384208483125]","[-0.1592644211441772, -0.19384470700516138]","[-0.06449426458819746, 0.007107722744837651]","[-0.17437397931766946, -0.19855027454983987]"
"[-0.1051174601170255, -0.011974537550840455]","[-0.17579229965839116, -0.20399972924739795]","[-0.07300739454657279, -0.002962748060596513]","[-0.18503810744002935, -0.21324627857854073]"
"[-0.05952055550693484, -0.006069690910144864]","[-0.09710058936654942, -0.16568237225557503]","[-0.06499232549206103, 0.0013540861479163996]","[-0.17576801038918966, -0.20471906544414037]"
"[-0.08707656308401647, 0.0009044455329949333]","[-0.19209987199829986, -0.23580202659256888]","[-0.07286800441734377, -0.0018050198709626403]","[-0.18909410581834932, -0.21672577232775275]"
"[-0.09532593967556618, -0.01881414747869165]","[-0.1780952496991622, -0.1929871230927222]","[-0.08656181948064043, -0.010792089744027181]","[-0.1940023187351756, -0.20676265792924337]"
"[-0.10747497032170006, -0.012877866860880386]","[-0.167921780156376, -0.19479201342845792]","[-0.07031173868453335, 0.003461513962210682]","[-0.19693755469533408, -0.23157620736583273]"
"[-0.09927571838195562, -0.01931829064893492]","[-0.209839285186157, -0.21615819966769478]","[-0.09330013482462526, -0.02202207100244818]","[-0.18912282650623755, -0.2126936166033216]"
"[-0.12668039436085993, -0.022725895569411268]","[-0.20910963761220502, -0.21919025428163366]","[-0.09627556693344566, -0.006388326495782704]","[-0.20223170037696309, -0.21982275897481013]"
"[-0.10998321222456994, -0.05388677301805307]","[-0.19181548916673236, -0.23259127642634947]","[-0.0962786089974613, -0.02150801157232789]","[-0.1925022090048493, -0.21045347866977557]"
"[-0.08027252718226477, 0.016070461203966324]","[-0.2138106183081244, -0.21654509377297462]","[-0.08453830457961932, 0.018715402574136317]","[-0.20880341880898395, -0.21252554573151872]"
"[-0.08736511695769407, -0.01609761404283137]","[-0.14884907089992183, -0.21497868981058765]","[-0.06440700182163907, 0.006034494313616126]","[-0.1956994774360986, -0.22605656635754184]"
"[-0.11750711515027619, 0.007719465928464841]","[-0.23080869884623273, -0.2205047902877595]","[-0.06989708303935398, 0.008552461048713853]","[-0.19854210487190552, -0.2110360122089341]"
"[-0.08530791395434788, -0.0008966764457715622]","[-0.1746607862374607, -0.2028945410152764]","[-0.06051037837459224, 0.004917952833356807]","[-0.1745376111011052, -0.20659002138514268]"
"[-0.08325096353101677, -0.032825770541424826]","[-0.192949660417028, -0.23117864420674952]","[-0.07040824716960417, -0.008264736405940441]","[-0.19666385620243465, -0.22783430389281037]"
"[-0.08102773488503914, -0.037860575976666845]","[-0.15742491362882385, -0.20255150003662614]","[-0.0661960980291114, -0.009303766445711216]","[-0.18473021899904768, -0.21407184137919075]"
"[-0.1028906692369091, -0.025878867549444778]","[-0.16920387053069746, -0.19574927770982317]","[-0.07469003667111736, 0.0003217993103066676]","[-0.18845753807330204, -0.2074462713747671]"
"[-0.09725845033135214, 0.005252752112942115]","[-0.18682441647583534, -0.23150689784137646]","[-0.07343791357167206, 0.00301263531928438]","[-0.19051132563828413, -0.20731712214675066]"
"[-0.0999618448131375, -0.018780219159417265]","[-0.18838336454652024, -0.2037138680174557]","[-0.0746484598745886, -0.011628424823176912]","[-0.18858985501119316, -0.21489723953127746]"
"[-0.09944081712174851, -0.045740732365361844]","[-0.1310469517347694, -0.18535332026706336]","[-0.09159112629485311, -0.026270306282618765]","[-0.194005206867656, -0.22560326717284843]"
"[-0.05931796882001025, -0.027842613894978278]","[-0.14623775483090973, -0.18797685405109865]","[-0.06224126458423578, -0.005775921141448139]","[-0.16993729290966864, -0.20081194859628956]"
"[-0.10681623833878859, -0.052403637358366215]","[-0.15492589913569477, -0.19661546877011285]","[-0.07021152217618609, -0.007867777923317169]","[-0.17689324017405664, -0.2067893093380113]"
"[-0.1178322907002478, -0.0164050339094361]","[-0.20755528789733732, -0.20950292184723482]","[-0.08120617485374192, -0.006984726400512136]","[-0.19220677309585169, -0.21344513389763276]"
"[-0.07918249084081194, 0.014851184076728202]","[-0.16687678234365333, -0.1852782904350294]","[-0.0766172731762427, 0.03080491577560595]","[-0.18076830295313503, -0.19329299242510095]"
"[-0.06666594332787167, -0.02012413803901773]","[-0.15823076058602337, -0.19569154808037517]","[-0.06048597869683539, 0.004915423659631128]","[-0.17670808778934213, -0.20668375124948127]"
"[-0.06882372454208403, -0.009381477649268872]","[-0.17055867589619897, -0.20541585999460546]","[-0.07547079112080335, -0.004937536478426365]","[-0.1746270176753818, -0.20349893036062153]"
"[-0.0822151778630522, -0.0038777325541637098]","[-0.1849996242792244, -0.28185232754110445]","[-0.08753497529499203, -0.02183432093446341]","[-0.18963329373009874, -0.22392752162405047]"
"[-0.0937242636212923, -0.0009473148147621854]","[-0.16786326009577224, -0.19766730195385493]","[-0.07287619335440486, -0.0018150693087554967]","[-0.1952895211101725, -0.21957623676006408]"
"[-0.04385162427580697, -0.04821284068292309]","[-0.15054074106556556, -0.2227004131157521]","[-0.07822688056559428, 0.0012482839457105526]","[-0.1981845587366801, -0.21602438991053177]"
"[-0.10995511665802842, -0.0018147198408014025]","[-0.16738611577980367, -0.19345284097166018]","[-0.09673381913797194, -0.0343918275917529]","[-0.17785665542587248, -0.20114499238218303]"
"[-0.10587053369404983, -0.006546094770292309]","[-0.1803573094782404, -0.2041011072749849]","[-0.07004563750051393, 0.004121809099804469]","[-0.20213052994046404, -0.22574681265897847]"
"[-0.07901434777260516, 0.006612470120035023]","[-0.18317319838533072, -0.21339120604353778]","[-0.07479716778580506, 0.00721158278718971]","[-0.19497757000114005, -0.20979839935361957]"
"[-0.10717131807885862, -0.004854310075545552]","[-0.1737506281365318, -0.17480987406757248]","[-0.10915652415331498, -0.024540125595770606]","[-0.19884878626678704, -0.21103288965271147]"
"[-0.058048497818565734, -0.06909223133271399]","[-0.11915041225330136, -0.2038239086090815]","[-0.07748652784774865, -0.017389539227990324]","[-0.17809952793323483, -0.21081389943549791]"
"[-0.1282291024392781, 0.01980250849634697]","[-0.25133785121851854, -0.25730756964667156]","[-0.06756400807041471, 0.0117675014944295]","[-0.19276422932382015, -0.2087192748892666]"
"[-0.10751004517260894, -0.01338146609413395]","[-0.1925745895216104, -0.20291006367240333]","[-0.06964725615673596, 0.01125598441441991]","[-0.1809337796936206, -0.20075799322455434]"
"[-0.08946927117314574, 0.006857575953713749]","[-0.17239904082725058, -0.19929093828414837]","[-0.06859526063975459, -0.005694596317867503]","[-0.1913699144714952, -0.22722874140639548]"
"[-0.10692007862807981, -0.012965888940887163]","[-0.1965050882833446, -0.20939667079656737]","[-0.09751523029616883, -0.02959521490561206]","[-0.2056652147683548, -0.23359461219754488]"
"[-0.12704146202973457, -0.011197312754143502]","[-0.18672778840126328, -0.199691815237827]","[-0.08915971720008503, 0.01472028752778457]","[-0.20372453523030065, -0.21646978378189483]"
"[-0.09865456793674704, -0.007196999512971001]","[-0.18441421763055196, -0.18208548470531158]","[-0.09205866258701445, -0.00393543394610855]","[-0.20037432744634853, -0.2085773125280918]"
"[-0.08225095586698394, -0.0039020107480809366]","[-0.16108067107928783, -0.20838981330521905]","[-0.07244011487933565, -0.008345871748137893]","[-0.18311525109851523, -0.21034638332680114]"
"[-0.07475693837618239, 0.0041983700652649695]","[-0.18539226186023794, -0.1986808181371431]","[-0.08627382841892649, -0.01204592388460958]","[-0.19149609663329675, -0.21300375870239344]"
"[-0.08800855118535748, -0.011092574067193163]","[-0.17185269399170602, -0.19806992030614676]","[-0.06976475506509976, -0.004464319203310358]","[-0.1850036423893772, -0.20631294707150516]"
"[-0.09557530843658726, -0.012386493964577758]","[-0.16886759786354025, -0.2016518641720496]","[-0.07170612403258367, -0.0021759204659687463]","[-0.18942989408878136, -0.22053095017605132]"
"[-0.08574276583748044, 0.011596321690845372]","[-0.1737394730538166, -0.2008629653039566]","[-0.07191993199603078, 0.0012272355861223153]","[-0.19471120254434326, -0.21199721013422604]"
"[-0.08850844710178486, -0.024283165911950212]","[-0.14257712922825472, -0.1847147454083611]","[-0.08019421663768816, -0.014862731847487256]","[-0.1876545653775781, -0.2134330241932985]"
"[-0.09022547992784136, -0.007241449435533983]","[-0.17304010587053217, -0.19668274911660938]","[-0.06626148912906334, 0.001365910222728557]","[-0.18029320366911133, -0.20175776441082577]"
"[-0.0869245900273292, -0.01310935748877299]","[-0.1551480511272392, -0.22072421404370426]","[-0.06192113484302101, 0.007319999335868192]","[-0.17514244438560558, -0.20826361283654943]"
"[-0.07579017025099617, 0.0016475524588641143]","[-0.17515222172945097, -0.20185726316225455]","[-0.08137506509715017, -0.007064553558170471]","[-0.19030423688858022, -0.2060841531074979]"
"[-0.10277571207377542, -0.010104400604362726]","[-0.2081141749324803, -0.2054590396526424]","[-0.10116357649927736, -0.01975985767674296]","[-0.19111526064424939, -0.20334872399494458]"
"[-0.09801123336172693, -0.021121798002743254]","[-0.20580863002429234, -0.24457624361523905]","[-0.09187650693081618, -0.005611728112858413]","[-0.21521879151942436, -0.23244330634073376]"
"[-0.07739216104682742, 0.0032713525241585078]","[-0.07947408996974925, -0.07797414931273754]","[-0.08420726079237642, 0.009643817410777883]","[-0.15963334037084909, -0.18400786171151493]"
"[-0.08827451210484932, -0.006467844505462163]","[-0.19687723556881453, -0.2795050737429714]","[-0.0734976280312591, -0.001969653534278386]","[-0.1800224760303145, -0.2045690775322356]"
"[-0.0893760825430895, -0.025538649767289482]","[-0.148212886368509, -0.18764043044912307]","[-0.07337369410270757, -0.011558210510172025]","[-0.1774043712399867, -0.20512423700472948]"
"[-0.08723079322939971, -0.03458577686320802]","[-0.2135628610932564, -0.2657222968533191]","[-0.08214800196723049, -0.01068295143018197]","[-0.20804622845627976, -0.2331654369895506]"
"[-0.10421284968056582, -0.07620567748742946]","[-0.19459012101281345, -0.2316027214574893]","[-0.10935361300459968, -0.024569587284789068]","[-0.2148372491389709, -0.2355526605768063]"
"[-0.08783877862258144, -0.01123295251531504]","[-0.1764804156423171, -0.20874891994652583]","[-0.0677899181117317, 0.0035511582916768103]","[-0.18763019893620664, -0.21865985288219283]"
"[-0.08829246076565578, -0.006510069410488466]","[-0.15993768392262256, -0.19856627040777677]","[-0.07194864288281105, -0.002195351227894314]","[-0.18785402827400838, -0.20866206355261033]"
"[-0.0996265736173535, -0.019494615528009795]","[-0.19228970678239812, -0.20412773115251365]","[-0.0733027435478766, 0.0012496931137114772]","[-0.17433878484330037, -0.20004125967872027]"
"[-0.0877849111557012, -0.011003163139562403]","[-0.1523950599309313, -0.19499891008018255]","[-0.09436496684332393, -0.029613700331221397]","[-0.188180029819947, -0.21460944670097803]"
"[-0.1111152272520584, -0.0024222223507038634]","[-0.1925981543460181, -0.19825476492639968]","[-0.07696755650429224, 0.023768540660199917]","[-0.20528545457855235, -0.21019314418797344]"
"[-0.06421192519946449, -0.007724914371949171]","[-0.15445303295269106, -0.18746138775248616]","[-0.06938018703447647, 0.005345185953070895]","[-0.18924122549290776, -0.20958001859804604]"
"[-0.0837398848168473, -0.033446135837817054]","[-0.17075545640606282, -0.2521976973627811]","[-0.08455143143220244, 0.010438385973536685]","[-0.19723111674554852, -0.2162575367038424]"
"[-0.07900384495754366, 0.006694590672582141]","[-0.1745794031958644, -0.20541010362516054]","[-0.06722727460239461, 0.0076647805166188895]","[-0.20161564681221072, -0.23246460316554307]"
"[-0.094261957838369, -0.04529179618899338]","[-0.15507046001617522, -0.19602260931025156]","[-0.08256646831490111, -0.014966832054549281]","[-0.1978532866755819, -0.22835203624723568]"
"[-0.09055720520620618, -0.03042298310430023]","[-0.17235484604899773, -0.1999115251869515]","[-0.08412174602737288, -0.021793874803146995]","[-0.17521034934197488, -0.1998536086740194]"
"[-0.10722250949558969, -0.012620745534206317]","[-0.19623781541833588, -0.2011113770380725]","[-0.08019309221330063, 0.006435045522241488]","[-0.2027217854034084, -0.20873496801486294]"
"[-0.09044337174894684, -0.02665138686396507]","[-0.15718155794995026, -0.19564392836334377]","[-0.098662316062204, -0.029512433771400063]","[-0.1911627269037347, -0.2097720948438268]"
"[-0.058811426739892154, -0.005955097957636432]","[-0.13710524534610866, -0.18591173065408248]","[-0.06673623738320815, 0.00502100544292119]","[-0.18792381133641892, -0.212793975943833]"
"[-0.0934815020835281, -0.01855431788734583]","[-0.1499107974102305, -0.18961894225219628]","[-0.06869847097386239, -0.001973652580332153]","[-0.18440630260046714, -0.20829544061239819]"
"[-0.07782142789300038, -0.002080530942352661]","[-0.12968644814495628, -0.18020413160218565]","[-0.06476160031494069, -0.004108256305092487]","[-0.17462521530562508, -0.20106216486059517]"
"[-0.11735132921409826, -0.01670309987134398]","[-0.21280267102858974, -0.27580914842474985]","[-0.08203186250103417, -0.014300472416007954]","[-0.1846055898399778, -0.20736973361768737]"
"[-0.07378581820287788, -0.0003923479309679546]","[-0.17081021913522745, -0.19603536909536928]","[-0.07814738790124906, 0.021129134248465523]","[-0.20614520466606923, -0.21037890151058783]"
"[-0.09692336158531528, -0.04441515791070706]","[-0.18870744899868183, -0.243521600814372]","[-0.060992572115894664, 0.00989921146869168]","[-0.18712705937813662, -0.21590809004578865]"
"[-0.09031546780899101, -0.007290242049216857]","[-0.18734824599407965, -0.23152255890140466]","[-0.07526123814036961, 0.025381750113203712]","[-0.1873308366800859, -0.20575272108021683]"
"[-0.12209770487051172, -0.03649334342126583]","[-0.21584204321256353, -0.21457956309141618]","[-0.09617732415951827, -0.029286429313829812]","[-0.18675334723460707, -0.21444596684776318]"
"[-0.11259904104400216, -0.03937566258525452]","[-0.16952622779377136, -0.19572631153998854]","[-0.09841627277866383, -0.04694106536782889]","[-0.1795740911309159, -0.20543379682856297]"
"[-0.11740165893397986, -0.018492375819828665]","[-0.18953934337315512, -0.23101305788568133]","[-0.08893603595318303, -0.013676421450221733]","[-0.1912389071182863, -0.213092692454867]"
"[-0.0913878554900962, 0.005205392988371215]","[-0.21521167041785244, -0.252864462862326]","[-0.07928338553596485, 0.006291012212087573]","[-0.23155602992163815, -0.2710565552893108]"
"[-0.05892085709337854, -0.00595409668495022]","[-0.1597697734621304, -0.19354166722378346]","[-0.06492222084769361, 0.006076543045424561]","[-0.19032368606691227, -0.21614049124531706]"
"[-0.09839029896002938, -0.0204380823268228]","[-0.14844109464095545, -0.1898617060245243]","[-0.06320463287008357, -0.007875917403913482]","[-0.1863808298366494, -0.2155087501371313]"
"[-0.05115496442255746, 0.009278592031395]","[-0.14100440785910465, -0.188810935677125]","[-0.06208153246731134, 0.00026258155740011425]","[-0.17771167020037473, -0.2098492049171113]"
"[-0.08795366185567037, -0.011011983446638927]","[-0.18364160608982452, -0.20150500358708298]","[-0.07208949468492214, 0.006183045386831127]","[-0.18596012768549772, -0.2059679408164259]"
"[-0.07377542601810749, -0.0003903077846585101]","[-0.12956266038084638, -0.1757974069806244]","[-0.07029749234527816, -0.007797248358948481]","[-0.18445718687789583, -0.2079718891119478]"
"[-0.09881882053533848, -0.01938800653215981]","[-0.1746262143092536, -0.19337095915520927]","[-0.08961262046407864, -0.006013536832806953]","[-0.1945827715181813, -0.20483178933174212]"
"[-0.0829593194402649, 0.012616904015256085]","[-0.17103967666560516, -0.19931105209166128]","[-0.06749253959395954, 0.0036626356977420326]","[-0.18407423080559165, -0.20944479691477177]"
"[-0.05005615677302229, -0.007375305891855791]","[-0.10849625870026969, -0.17182115829756983]","[-0.06536680002397603, -0.004090085271189909]","[-0.17462644367276753, -0.20740374430442554]"
"[-0.06490594566795835, -0.003659992449542238]","[-0.1611334542252068, -0.1927101065819153]","[-0.06093534608649359, 0.024086523479571752]","[-0.18148550363662458, -0.20310255694961138]"
"[-0.07242135974893468, -0.05520823736925754]","[-0.1625755160376076, -0.22021926636742656]","[-0.08928271753539488, 0.006739093023175931]","[-0.19483951166783228, -0.20768969662511752]"
"[-0.10724479636670461, -0.004979965003483934]","[-0.2101788281986059, -0.2111600465021275]","[-0.07791153234796996, -0.01689341926930545]","[-0.21115957215534498, -0.25826854726274573]"
"[-0.09679614040879446, -0.02138667042699697]","[-0.15181208881063377, -0.19396852684003235]","[-0.09465445206683959, -0.037901415445754705]","[-0.18035864769090101, -0.20929326125615993]"
"[-0.06484043373537902, 0.003261983788770228]","[-0.14910595552107897, -0.1949576564531855]","[-0.07442769103768657, 0.0]","[-0.19300025203000515, -0.21849196628689924]"
"[-0.10100300069205416, -0.019942018894850547]","[-0.18722858613943666, -0.2673534631538934]","[-0.07860895844183569, -0.001962187291632299]","[-0.179718029293623, -0.20802727711159918]"
"[-0.10177327289463896, -0.011456789136176426]","[-0.21232877520830587, -0.274845467420558]","[-0.07133226387009337, 0.001620045160698935]","[-0.20458094761171305, -0.23555530726019466]"
"[-0.12537305420042894, -0.02246427888179243]","[-0.19336126147650148, -0.20807747638071666]","[-0.1063992795800565, -0.050576913746536396]","[-0.18999158078420414, -0.22228004720737904]"
"[-0.07378889510573854, -0.00038206678470351774]","[-0.16271221346230944, -0.21503362431178855]","[-0.07567156310125654, -0.0012278572213406517]","[-0.20153854579061622, -0.22801866450499475]"
"[-0.08221109944549243, -0.014395226447376014]","[-0.17004080596594687, -0.20190875402647177]","[-0.05938275900200839, -0.006812268875249673]","[-0.15650251290823575, -0.19496515534394612]"
"[-0.10966338957700546, -0.03239326423510107]","[-0.13966601700595488, -0.18115448745822224]","[-0.09728849483447624, -0.029263285408864578]","[-0.18325445905237583, -0.201809783617882]"
"[-0.10315125973498225, -0.010581383969588945]","[-0.18460188296339328, -0.2305159912345184]","[-0.06942468830383725, -0.005710800538951948]","[-0.18662563410666813, -0.21334638688854562]"
"[-0.08623536341376768, -0.03662022574359796]","[-0.1865248474489019, -0.20774976294061673]","[-0.07597842811556581, -0.012078077624359982]","[-0.19957399614007856, -0.23288048560669142]"
"[-0.09453856168042164, -0.04687053895009118]","[-0.15662333476479515, -0.19553649448546115]","[-0.08697800549075362, -0.02168955014351872]","[-0.19655718080078266, -0.22251839530214812]"
"[-0.12515532989640266, -0.02941277242678198]","[-0.18189169438807656, -0.20262841188944286]","[-0.07938287186912336, 0.012708650385211594]","[-0.1958251247582462, -0.2059907503596322]"
"[-0.0609523972717343, -0.060019530613994496]","[-0.15935057193321123, -0.1959235003074572]","[-0.08040270856582568, -0.013502267723143389]","[-0.19124517527262405, -0.20753271703666407]"
"[-0.06985247704696075, -0.016960873051921524]","[-0.18948873304388636, -0.22971567111595198]","[-0.07088042113323044, 0.035623528934692325]","[-0.2125651419054009, -0.2181288995281248]"
"[-0.11541261545202657, -0.02667860121159686]","[-0.20426853741659565, -0.20960530773249084]","[-0.06956022578199711, -0.00577213671437846]","[-0.1915063988538409, -0.2133788646764439]"
"[-0.101632139481652, -0.012103612780351831]","[-0.1920068735185521, -0.23500758894098978]","[-0.08530764217120813, -0.0156638714969497]","[-0.1960387505033896, -0.22065027335166693]"
